"zipcode","pct_female","total_pop","pct_white","pct_black","pct_latino","pct_foreig","pct_public","pct_never_","pct_povert","median_hh_","gini_index","pct_unempl","pct_bachel","pct_only_e","age_18_19","age_20_24","age_25_34","age_35_44","age_0_5","age_5_9","age_10_14","age_15_17","pct_pop_ch","pop_densit","pct_rentin","median_ren","age_45_54","age_55_64","age_65_74","age_75_84","age_85_plu","trump16pct","ducey18pct","yestaxpct","trump20pct","countyname","pct_emp_info","pct_emp_finance","pct_emp_profess","pct_emp_ed_health","pct_emp_agri","pct_emp_mining","pct_emp_construct","pct_emp_manufac","pct_emp_wholesale","pct_emp_retail","pct_emp_transpo","pct_emp_hospitality","pct_emp_other_serv","pct_emp_govt","case_count_mail","case_count_ed","log_case_count_mail","log_case_count_ed","cases_1k","tribal_zip","under18","age_18_65","over65","ln_pop","yestaxpct_z","emp_pct_chg","pay_pct_chg","emp_pct_loss","pay_pct_loss"
85215,51.188,17424,91.1961,1.9341,11.0193,5.8138,1.1246,18.8538,6.6129,70825.151117454,0.46939617126368,1.577,16.7809,94.4831,1.4807,3.1623,8.2415,9.2746,2.1809,3.1279,5.8425,3.0016,12.2391,210.402,18.5132,1299.5911949503,12.2762,17.0742,16.6265,12.8329,4.7348,0.60475,0.68597,41.821,0.60468,"Maricopa",1.876,11.9766,10.1414,18.2572,0.1495,0.2719,8.0614,11.4057,2.9228,12.0582,6.0495,8.9179,3.6297,4.2822,269,336,5.59842195899838,5.82008293035236,15.4384756657484,0,14.1529,51.5095,34.1942,9.76560384517274,-0.528994700682064,-1.76386192927673,10.0744338019906,1.76386192927673,-10.0744338019906
85224,52.4143,43677,75.9851,4.0777,20.402,12.0636,1.1851,35.8769,8.2573,69880.537079635,0.40252106156052,2.0775,25.4522,75.8398,1.2959,6.1153,19.6259,15.0422,6.4199,5.1286,7.9699,4.1853,-3.5636,4681.0143,46.448,1244.5810208975,10.3075,13.2015,6.8801,3.0016,0.7601,0.42065,0.49883,57.445,0.42982,"Maricopa",2.5337,11.4281,11.4813,20.2857,0.1555,0.0982,5.4521,12.6356,3.2704,11.8251,4.3265,9.0131,3.7125,3.7821,1455,1588,7.28344822875663,7.37086016653672,33.3127275224947,0,23.7037,65.5883,10.6418,10.6845769267414,0.687363438018831,-10.8471144110699,8.59803891363164,10.8471144110699,-8.59803891363164
85225,47.9245,68441,75.2093,7.5583,28.5384,17.1622,0.2574,36.9928,13.06,60727.524987469,0.43106050524808,2.2873,22.8496,64.5217,2.1668,7.3392,18.166,13.318,5.3301,6.4216,6.5765,4.5572,-6.4439,5341.2905,42.5655,1093.4697289191,12.9498,13.0287,6.4143,2.9062,0.7802,0.41267,0.48133,58.86,0.41393,"Maricopa",1.7955,8.8846,14.1649,19.1472,0.1516,0.1436,7.129,10.0444,2.1706,13.2658,5.1871,10.6137,4.304,2.9979,2427,2707,7.79482315217939,7.90396563403217,35.4612001578001,0,22.8854,66.9685,10.1007,11.1337273392378,0.797523881327956,7.53319433775925,19.5589181348825,-7.53319433775925,-19.5589181348825
85226,52.3128,38071,75.79,4.6308,18.3683,16.3799,0.4927,29.6979,6.4914,85341.192551657,0.3777283401926,2.1615,30.0791,78.7901,2.1407,4.3524,16.7923,15.1375,5.629,6.2856,7.7355,4.4154,-1.0732,475.4346,37.8972,1279.2143975453,13.8977,14.5281,6.1674,2.146,0.7013,0.40557,0.48635,59.535,0.39847,"Maricopa",3.4585,9.69,13.4486,22.1486,0.4659,0.2867,3.5212,13.9728,2.7014,10.1335,4.229,7.8801,3.7721,4.2917,816,946,6.70563909486,6.85329909318608,21.4336371516377,0,24.0655,66.8487,9.0147,10.5472081164337,0.850073916122061,-7.62535435861091,2.46418407802885,7.62535435861091,-2.46418407802885
85233,54.0708,33482,81.8649,1.117,20.19,10.4384,1.2193,35.0166,4.4128,84882.446209124,0.38366,1.5224,29.1924,82.7943,3.3331,6.0958,15.6084,12.9263,5.164,5.0146,8.076,4.5398,-10.6265,3440.9402,32.7118,1280.1675917841,16.37,11.7167,7.2248,3.0823,0.7735,0.49102,0.55727,53.582,0.48698,"Maricopa",1.9032,10.2037,12.2506,20.9357,0.1796,0.2462,3.7808,9.783,3.155,12.3839,5.048,9.8343,6.0483,4.2477,906,1040,6.81014245011514,6.94793706861497,27.0593154530793,0,22.7944,66.0503,11.0806,10.4187632599757,0.38662153518975,2.88518603058662,7.08047045184263,-2.88518603058662,-7.08047045184263
85234,52.6238,48689,84.2695,2.7172,19.3904,10.2569,1.1688,30.2232,7.2601,82765.216940742,0.41193470957611,2.2507,24.6955,88.015,2.8631,6.4368,12.052,13.6807,6.7695,7.5787,8.5338,5.2496,-7.7406,4098.7698,30.1995,1233.5937594794,12.9311,12.3313,7.5684,2.0477,1.9019,0.56929,0.64888,45.834,0.57502,"Maricopa",1.5992,11.5924,10.9977,25.4551,0.1045,0.1366,5.5611,9.2136,2.9413,10.6602,5.6495,8.0444,4.6329,3.4114,1183,1406,7.07665381544395,7.24921505711439,24.2970691531968,0,28.1316,60.295,11.518,10.7932084108677,-0.216575012343182,-1.55653035234187,8.84551728238858,1.55653035234187,-8.84551728238858
85248,52.1383,34748,80.0823,1.6001,10.1301,14.726,0.4951,15.2684,7.5608,71331.773145619,0.46075761994887,1.8773,25.3947,82.495,1.508,2.8548,5.9198,10.5704,3.5743,3.3815,4.2564,1.8246,8.7881,1148.3499,22.7139,1351.2938361203,10.2855,13.1288,21.2242,15.057,6.3284,0.542,0.6396,46.42,0.52646,"Maricopa",2.322,12.2754,13.9614,19.5888,0.1183,0,2.7435,16.2242,3.3498,9.384,4.1115,8.3635,3.2611,4.2964,756,842,6.62936325343745,6.73696695800186,21.7566478646253,0,13.0368,44.2673,42.6096,10.4558772953798,-0.170953796951559,3.38502584625646,8.79032747933612,-3.38502584625646,-8.79032747933612
85249,51.3394,38150,81.3866,4.4666,9.0039,11.2713,0.3509,22.704,4.6682,106515.98028826,0.4271664555352,0.6522,29.1184,86.974,1.9974,2.7392,5.4626,16.3224,5.6225,7.3237,9.1245,5.7929,-5.644,2761.975,13.0177,1767.5240575523,15.5518,13.1927,9.903,5.4889,1.3997,0.53999,0.62123,45.996,0.53269,"Maricopa",1.6745,13.6325,13.7735,20.3304,0.4059,0.2312,4.5442,13.4296,3.4504,9.4266,3.721,7.4984,3.4053,4.4765,775,927,6.65415252018322,6.8330317327862,20.3145478374836,0,27.8636,55.2661,16.7916,10.5492810367126,-0.203963003992597,0.674590427240604,13.8433654488219,-0.674590427240604,-13.8433654488219
85250,52.8501,18350,92.1689,0.4033,8.6921,6.1035,0.3309,31.1323,6.0439,72391.002192794,0.48788833312856,1.0999,37.6913,89.3038,0.5232,3.5749,16.5559,10.8556,5.6676,2.6812,4.5559,2.4414,8.2596,1948.4443,28.6897,1258.0940686405,15.5804,14.5559,11.5095,7.4332,3.9074,0.4525,0.54079,53.222,0.45054,"Maricopa",1.7037,13.0816,14.4864,21.2713,0.4683,0,2.7498,6.0576,3.3775,7.4823,4.8421,16.1204,4.4037,3.9554,342,405,5.83773044716594,6.00635315960173,18.6376021798365,0,15.3461,61.6459,22.8501,9.81738485348272,0.358594849966227,6.5120814822841,17.0845423164407,-6.5120814822841,-17.0845423164407
85251,48.696,43597,84.109,1.2524,21.0359,12.8151,2.0815,44.2259,17.1311,61944.283589466,0.54830775774796,2.3165,35.1624,80.0941,0.6721,6.4706,23.2264,14.5859,3.5782,4.1929,4.888,2.1332,11.879,5916.1585,52.2397,1141.891456895,12.2738,10.4136,8.5602,5.6541,3.2846,0.41642,0.50344,53.241,0.43587,"Maricopa",2.736,14.2022,19.7405,17.9828,0.1575,0.6135,4.6553,5.2605,1.9774,9.1116,3.8014,13.9742,3.6065,2.1805,1488,1683,7.30586003268401,7.42892719480227,34.1307888157442,0,14.7923,67.6424,17.4989,10.6827436196303,0.360074036130802,-5.80277489281244,23.024336861103,5.80277489281244,-23.024336861103
85253,49.9231,19518,88.1084,1.6856,3.7862,12.2195,0.279,21.4545,5.2982,155784.5179395,0.55268330121569,0.4618,31.3325,91.9616,0.8454,4.8366,7.9158,7.2907,4.068,4.3447,5.477,4.3293,14.0403,1085.5081,15.7725,1553.6844401145,14.1767,17.1944,15.5446,10.1547,3.6684,0.54589,0.66629,31.625,0.55148,"Maricopa",0.5171,14.2244,19.791,27.0627,0.8361,0.5281,2.7833,6.2706,3.9714,6.6887,2.2992,10.5941,3.3553,1.0781,459,543,6.13122648948314,6.29894924685594,23.5167537657547,0,18.219,52.2596,29.3677,9.87909239570141,-1.32277270773495,-5.33487967526819,17.8372654202038,5.33487967526819,-17.8372654202038
85254,50.8989,46944,82.4834,1.506,6.4737,14.3937,0.7188,24.264,4.2956,91360.792418015,0.45177075443825,1.8407,33.5171,82.2651,1.6722,2.7906,10.8832,12.8131,5.0464,5.645,7.0297,4.7738,1.8551,3441.8315,30.0642,1477.488311628,14.3,13.7739,12.9814,5.0848,3.1655,0.52331,0.61102,46.069,0.52633,"Maricopa",1.8689,14.7532,16.6344,20.6109,0.1111,0.2881,4.4046,5.5407,3.0256,11.1061,3.3919,10.8097,4.8985,2.5563,974,1137,6.88243747099785,7.03702761468628,20.7481254260395,0,22.4949,56.233,21.2317,10.7567106809427,-0.198279815044494,-11.7861269652299,6.16644908543417,11.7861269652299,-6.16644908543417
85255,49.9931,43226,89.6197,0.9022,5.7836,11.3103,0.2417,18.9013,4.1119,127961.57772505,0.48430658683015,0.8837,44.077,88.842,1.0688,3.248,5.4736,10.6094,2.5864,4.34,8.4185,3.9189,10.5383,493.6087,22.6688,1766.4,17.3414,16.0852,16.2055,8.5088,2.1353,0.57302,0.67205,39.05,0.56962,"Maricopa",2.2989,15.7921,18.1059,22.9735,0.1149,0.1099,4.4528,6.3918,3.5932,8.2459,3.903,9.4103,3.2034,1.4043,946,1166,6.85329909318608,7.06219163228656,21.884976634433,0,19.2638,53.8264,26.8496,10.6741974450439,-0.744722324999792,0.208743599842458,71.99210996975,-0.208743599842458,-71.99210996975
85256,50.253,6127,8.9767,0.3754,21.2012,0,1.5882,44.6598,31.3997,36919.046257329,0.51757940006394,12.4115,8.3273,86.3828,4.2598,4.6842,18.0349,10.1518,9.8906,4.7005,5.9899,2.9215,31.5936,185.6647,22.8682,557.48608759147,15.5051,11.686,8.7482,2.6114,0.4733,0.28181,0.38685,65.788,0.23657,"Maricopa",0,0.9894,8.905,13.5884,1.9129,0.9894,6.5963,11.0158,1.3852,13.7863,5.6728,17.6121,1.5172,16.029,406,449,6.0088131854426,6.10924758276437,66.2640770360699,0,23.5025,64.3218,11.8329,8.72046051272565,1.33688186807397,0.265095729013255,28.9701812185998,-0.265095729013255,-28.9701812185998
85257,45.4394,35401,83.4185,2.5423,19.9571,10.6296,1.853,48.2813,9.3261,62425.219690504,0.43204,1.146,28.6357,83.5499,1.2542,9.0421,25.6433,14.2793,3.6863,3.692,1.966,1.8587,17.8462,5400.4619,46.0472,1162.5816512161,10.7709,11.2652,8.6579,4.8699,2.9321,0.39775,0.47196,58.971,0.40577,"Maricopa",2.7247,12.9595,16.7492,17.3784,0.4062,0,4.5972,5.4345,2.3432,11.8448,4.8004,13.0982,5.053,2.6107,1137,1244,7.03702761468628,7.12689080889881,32.1177367870964,0,11.203,72.255,16.4599,10.4744953473105,0.806165442605208,-7.45448526977822,6.29542462246535,7.45448526977822,-6.29542462246535
85258,52.4217,26655,88.8014,1.4331,6.8167,15.892,0.6335,19.68,6.4637,84878.539581071,0.47358254548695,1.3415,37.24,87.5129,0.8066,4.2619,9.9418,10.5083,3.5941,3.928,3.3652,2.296,17.6613,3108.1721,30.7658,1411.572262444,12.3467,15.348,19.1746,11.0673,3.2752,0.49907,0.59893,46.163,0.50196,"Maricopa",2.4597,18.4353,17.9582,20.2122,0.181,0.0411,3.9569,5.4705,3.6772,11.1303,2.8381,7.9714,3.7841,1.8838,507,597,6.23048144757848,6.39359075395063,19.0208216094541,0,13.1833,53.2133,33.5171,10.1907320292569,-0.190961736125019,-0.653050771496255,7.54942721781306,0.653050771496255,-7.54942721781306
85259,55.3023,23603,85.5993,2.0506,8.7913,16.2268,0.244,27.1472,6.4921,107211.7446802,0.52186095897062,1.7223,33.5842,82.6737,2.0125,4.1224,10.1851,9.2658,3.1267,4.0419,5.3595,6.4187,5.2906,1152.412,22.0808,1211.5024124417,16.2056,19.0738,10.6893,7.4821,1.9065,0.53871,0.64106,41.61,0.53322,"Maricopa",2.2301,16.4578,16.5788,24.073,0.6137,0.7174,2.5931,6.0161,3.2328,9.5082,2.4462,9.4822,4.1922,1.8584,428,480,6.06145691892802,6.17586727010576,18.133288141338,0,18.9468,60.8652,20.0779,10.0691291015789,-0.545421452299185,0.782560089435439,14.4601830130903,-0.782560089435439,-14.4601830130903
85260,51.539,40092,88.2844,2.3895,6.3279,14.15,0.0051,29.342,6.563,85084.81001141,0.46392859759297,1.9664,34.5205,87.6437,0.9827,4.9711,9.4707,11.0421,5.5173,4.3949,6.1109,3.9783,9.6848,2762.8638,38.3504,1355.4519038304,14.3545,15.2649,13.3069,6.732,3.8137,0.50777,0.60496,46.342,0.51316,"Maricopa",2.1778,14.4009,17.4225,21.8488,0.5138,0.3347,3.1819,7.2641,2.7199,11.615,3.493,9.8143,3.5684,1.6451,943,1092,6.8501261661455,6.99668148817654,23.5209019255712,0,20.0014,56.086,23.8526,10.5989320921448,-0.177026245416656,0.393125912613726,14.8948025491536,-0.393125912613726,-14.8948025491536
85262,50.0044,11479,91.4278,3.1362,3.1971,9.0339,0,11.2462,4.0555,115283.12862759,0.51570830362262,2.8098,34.1333,86.9754,1.0889,3.1623,2.143,4.8611,2.5786,2.9445,1.9601,0.3136,10.5344,90.7071,11.9482,2604.4630359755,13.9472,24.8018,28.9834,11.7432,1.2458,0.67898,0.76907,29.675,0.67009,"Maricopa",1.8502,12.4009,15.9471,18.6784,1.4537,0,2.7533,12.6872,4.0749,8.6564,4.0308,9.8018,4.8678,2.7974,146,179,4.99043258677874,5.19295685089021,12.718877951041,0,7.7968,50.0043,41.9724,9.3482745580655,-1.47458391936237,-5.64738292011019,1.32789742072806,5.64738292011019,-1.32789742072806
85263,50.2783,2695,NA,0,1.2245,4.2301,0,1.4623,0,76901.062560103,0.37869063053645,NA,39.2576,94.1801,0,0,0.7792,3.4508,0.7792,1.2245,0,0,9.642,7.9772,3.1847,NA,0.705,27.3469,45.5288,16.0668,3.6735,0.70509,0.78105,32.615,0.70023,"Maricopa",2.4033,6.1651,13.4796,6.1651,2.4033,0,12.0167,0,5.2247,19.6447,6.7921,17.8683,7.837,0,22,23,3.13549421592915,3.17805383034795,8.16326530612245,0,2.0037,32.2819,65.2691,7.8991534833431,-1.24569932337026,-14.5569620253165,9.21886651752424,14.5569620253165,-9.21886651752424
85264,49.3523,1544,29.7927,0,9.456,9.715,0,38.4375,22.7154,61663.013586965,0.54598,6.25,8.6835,82.6458,3.044,1.8135,11.2694,8.4197,4.3394,4.4689,7.9663,8.614,39.6022,7.2403,11.6379,595.35274822112,9.5855,13.342,23.1865,2.0725,0.4534,0.29762,0.39795,59.334,0.29022,"Maricopa",3.2323,3.4343,10.7071,19.798,1.0101,2.0202,5.8586,1.8182,3.0303,6.4646,10.9091,21.2121,0,10.5051,49,52,3.91202300542815,3.97029191355212,31.7357512953368,0,25.3886,47.4741,25.7124,7.34213173058472,0.834425683538927,-1.94075587334014,19.7891446259462,1.94075587334014,-19.7891446259462
85266,49.1644,14181,93.0611,0.6276,2.4328,12.2065,0.1875,13.9909,8.2372,133497.69941148,0.44652201296336,NA,40.7794,90.7636,2.3694,1.8052,2.3905,6.9812,0.952,3.6528,5.8529,3.5823,27.6188,827.6946,4.3295,2431.0414216826,14.3854,21.148,21.4865,12.5661,2.6585,0.62204,0.71633,34.733,0.62957,"Maricopa",1.7641,24.1455,14.9945,19.7538,1.0842,0,5.3289,6.1374,3.1055,12.1646,2.8666,5.6413,2.6645,0.3491,188,213,5.24174701505964,5.36597601502185,13.2571750934349,0,14.04,49.0797,36.7111,9.55965831946135,-1.08080899197187,5.41044776119403,13.4093252998969,-5.41044776119403,-13.4093252998969
85268,54.3019,25570,96.6914,0,5.2444,9.4056,0,13.8021,3.9745,80987.450510401,0.50581884492961,1.7281,31.2333,89.5507,1.666,0.6883,4.6891,8.4278,2.0375,3.1052,3.5628,2.8784,8.4854,1241.6889,22.8449,1233.3087294084,13.9343,19.7341,24.0399,11.8889,3.246,0.6015,0.68922,41.771,0.59989,"Maricopa",0.7859,12.5221,14.3324,21.0173,0,0,5.1748,6.261,2.1371,9.6256,6.3229,12.3984,7.047,2.3755,273,315,5.61312810638807,5.75574221358691,10.6765741102855,0,11.5839,49.1396,39.1748,10.1491750682852,-0.532887295851998,-6.7181306071354,9.7935457108743,6.7181306071354,-9.7935457108743
85281,44.8365,68732,60.4944,6.3537,22.2866,24.2638,6.0984,74.9342,37.1627,34880.369981004,0.52388784260177,3.1632,21.9225,66.1815,14.3572,29.6936,24.1867,6.5501,2.2464,1.6877,2.68,0.9457,15.5315,5145.5236,81.207,1069.3175823033,6.0976,6.1834,3.0364,1.7648,0.5281,0.26575,0.30597,71.058,0.27162,"Maricopa",2.3681,7.5037,13.0101,27.7747,0.0444,0.1802,3.556,5.509,2.2402,10.736,4.2218,17.4878,3.3916,1.9764,2932,3152,7.98378106897745,8.05610965954506,42.658441482861,0,7.5598,87.0686,5.3293,11.1379701630666,1.74716139898499,-3.36674773118216,19.7217024496553,3.36674773118216,-19.7217024496553
85282,45.5841,55232,67.412,7.6224,23.8738,10.6116,5.7394,46.9416,17.4927,53589.182701108,0.4137491885531,1.6039,25.7262,77.7153,3.469,13.5175,20.4392,10.6695,5.6272,4.2186,4.1896,3.1449,7.1675,4943.3544,57.9362,1078.6525420424,10.4541,9.2175,8.486,3.5994,2.924,0.31716,0.38112,67.377,0.30961,"Maricopa",2.1579,9.8974,13.6409,22.9085,0.4348,0.1375,4.3541,6.6302,2.5223,10.7733,5.1053,14.9132,3.9257,2.599,1698,1937,7.43779512167193,7.56941179245071,30.7430475086906,0,17.1803,67.7668,15.0094,10.9192977744431,1.46058854257447,-8.7612372390675,0.0761516846917149,8.7612372390675,-0.0761516846917149
85283,49.6069,54178,56.6226,9.2325,30.6268,14.1533,4.2712,44.3512,12.3227,63733.148269283,0.39958580484384,2.2034,24.4869,74.0609,2.405,9.4836,22.1308,12.6011,4.9411,6.1778,5.3398,2.8369,15.0594,6159.5517,54.476,1143.0949220324,12.4017,10.4803,7.3683,3.0474,0.7346,0.31586,0.39214,65.166,0.31638,"Maricopa",2.7035,11.3177,13.3329,24.5335,0.2767,0.2306,4.8038,8.1849,1.8236,11.2857,4.9883,9.1961,4.3355,2.9873,1476,1615,7.29776828253138,7.38770923908104,27.24353058437,0,19.2956,69.5025,11.1503,10.9000302009673,1.28845798416,-4.57354758961681,-1.51485698173941,4.57354758961681,1.51485698173941
85284,51.3666,19867,77.6161,3.0503,13.837,9.6794,0.7991,27.2344,5.1662,113181.2,0.42635398267625,2.101,37.1429,86.6893,2.9446,3.8103,12.6491,13.9226,5.5721,4.1425,5.562,4.6308,12.529,2557.3067,21.4503,1722.0364465695,16.2631,14.1139,11.7632,3.9664,0.5184,0.40051,0.48857,56.069,0.39053,"Maricopa",2.6433,10.2876,19.182,24.942,0.1786,0,4.4204,10.1893,2.8934,6.8762,5.7064,5.5367,3.0541,4.09,284,336,5.65248918026865,5.82008293035236,14.2950621633865,0,19.9074,63.7036,16.248,9.89681534276806,0.580239218942254,0.882429955485729,6.62624937251084,-0.882429955485729,-6.62624937251084
85286,49.773,44056,72.7438,5.4998,18.9305,18.018,1.4077,30.0245,4.0805,102231.46260523,0.38002,1.5308,32.6045,73.048,1.4572,5.4771,15.8821,14.4543,9.1656,8.2123,7.4973,4.946,5.0578,2711.3737,37.9215,1480.5620248968,16.134,8.3008,5.5202,1.9453,0.942,0.46669,0.54418,54.649,0.4519,"Maricopa",2.8531,13.2885,13.07,21.246,0.4865,0.301,4.5312,12.7938,2.5645,9.9489,4.4982,7.9657,3.6159,2.8366,1019,1204,6.92755790627832,7.09423484592476,23.1296531686944,0,29.8212,61.7055,8.4075,10.6932168309423,0.469689516116136,16.6321476812247,28.2219423597415,-16.6321476812247,-28.2219423597415
85295,50.5762,47811,80.7952,4.5115,17.0902,8.2512,0.7901,31.7923,4.221,95322.029698897,0.36454401657235,2.9501,30.8337,85.2879,2.4325,7.0319,14.3084,15.3354,8.2742,7.8329,8.9666,6.5905,11.7549,3782.3842,37.6959,1443.1582564543,12.518,8.9979,4.8294,1.9682,0.8596,0.5422,0.61191,49.245,0.54414,"Maricopa",2.1357,11.801,13.4563,24.1633,0.1736,0.1494,4.873,8.7408,2.4506,10.6181,3.892,8.983,4.5056,4.0575,991,1192,6.89972310728487,7.08422642209792,20.7274476584886,0,31.6642,60.6241,7.6572,10.7750110175277,0.0489778301496972,13.2915921288014,44.7526476909418,-13.2915921288014,-44.7526476909418
85296,50.4753,44077,85.5752,3.9794,15.2392,6.6112,0.9492,27.614,6.8277,91367.466279248,0.37641902114257,1.775,29.0773,88.4936,2.4435,4.077,14.3998,15.6522,8.3037,8.3513,9.0002,5.0797,4.3391,3892.9576,20.3275,1583.2069990994,13.3448,10.7902,5.1274,2.4344,0.9302,0.55203,0.61859,48.867,0.54888,"Maricopa",2.3911,11.6601,11.5189,22.3806,0.5912,0.15,5.4573,10.8043,2.7705,12.1189,4.4205,7.4161,3.8911,4.4293,999,1212,6.90775527898214,7.10085190894405,22.6648819112009,0,30.7349,60.7075,8.492,10.6936933834345,0.0195498106649981,0.968061051441492,7.84357259014733,-0.968061051441492,-7.84357259014733
85297,52.0579,35351,80.4475,5.2361,17.1169,10.424,0.2595,29.8135,2.4387,103693.44335965,0.33983673668643,3.1004,32.8298,84.1247,3.287,4.7184,11.2217,18.1947,8.9361,9.4085,11.2698,5.4228,13.8115,3349.5738,26.7838,1620.1111013069,13.8553,7.5047,4.1809,1.338,0.5856,0.55555,0.63785,45.942,0.56981,"Maricopa",2.7079,11.134,11.8222,23.2328,0,0.3345,3.9107,9.0821,3.0167,12.7806,4.6311,7.7378,4.2838,5.3258,640,772,6.46302945692067,6.65027904858742,18.1041554694351,0,35.0372,58.7818,6.1045,10.4730819594677,-0.208167006776126,7.34084678647578,16.713652762592,-7.34084678647578,-16.713652762592
85298,51.459,33345,84.9033,2.819,12.1218,8.9939,0.3293,22.6343,3.0892,107827.19805639,0.35703066298771,2.5681,30.3658,87.1928,2.5131,2.3452,10.8952,13.6212,7.3534,8.0462,9.2278,5.806,18.1651,2330.2538,NA,2052.6666965219,16.3233,8.607,10.1604,4.0306,0.9837,0.58896,0.65796,43.359,0.5975,"Maricopa",2.3763,11.1924,15.7691,20.9575,0.0844,0,4.9845,14.0889,3.6066,10.5948,4.2323,6.4539,2.8473,2.8121,619,747,6.42971947803914,6.61740297797448,18.5635027740291,0,30.4334,54.305,15.1747,10.4146631150664,-0.409258473254903,18.6646993729251,30.5948267306634,-18.6646993729251,-30.5948267306634
85301,50.5951,71422,80.2918,11.3914,60.0375,26.6921,4.4325,43.5132,32.0048,31480.033199923,0.46984633315093,2.0134,5.5089,43.4775,3.1811,6.8172,15.1228,12.5018,10.0487,9.5419,7.8183,4.8612,10.5535,7703.9405,66.0337,791.2316856486,12.3323,9.2086,5.2631,2.3228,0.9437,0.3028,0.3912,63.146,0.32828,"Maricopa",1.8634,6.0465,13.9939,16.1528,0.6211,0.0412,14.0911,5.4928,2.2001,13.369,7.1728,10.7648,5.3169,2.8736,3090,3315,8.03624994213212,8.10651451625519,43.2639802861863,0,32.2701,59.1638,8.5296,11.1763612241168,1.13119713929468,7.13802893064756,13.5471847007564,-7.13802893064756,-13.5471847007564
85302,49.0141,41637,76.6794,6.0499,38.7828,16.0146,0.1788,37.8107,20.4071,44712.327835848,0.4577405958819,0.124,12.3835,69.9746,2.4449,6.6287,15.8609,12.4721,7.2219,5.5383,6.9313,3.4729,11.46,6823.4781,48.0104,915.11033334733,13.9828,12.1334,7.1907,4.2174,1.8517,0.45319,0.53045,56.34,0.45477,"Maricopa",1.7145,6.2971,11.3069,20.8086,0.2724,0.5341,8.5083,5.09,2.7934,16.8616,5.4318,11.104,4.385,4.8924,1605,1712,7.38150189450671,7.44600149832412,38.5474457813964,0,23.1644,63.5228,13.2598,10.6367444740239,0.601337084763295,-8.15099381994321,2.91523555103252,8.15099381994321,-2.91523555103252
85303,54.0103,34075,66.5356,9.4204,48.901,21.4028,2.0748,39.7619,12.8223,54535.195547985,0.41470125642397,3.0811,10.6957,51.7169,2.5268,6.3536,17.7315,12.0147,6.3566,7.0081,8.2436,6.2128,11.4618,5381.4216,42.5212,1021.5604516666,12.854,11.6185,6.0807,2.4065,0.5136,0.33411,0.41667,60.352,0.36278,"Maricopa",1.4979,6.4785,10.9782,17.5615,1.1897,0.2096,10.1214,9.1783,3.495,14.1158,7.0764,8.4263,5.6586,4.0128,1854,2013,7.52563997504154,7.60787807327851,54.4093910491563,0,27.8211,63.0991,9.0008,10.4363192565647,0.913678921198778,18.780971258672,12.9006317543332,-18.780971258672,-12.9006317543332
85304,55.9307,28462,77.2363,3.3729,22.9745,12.8838,2.2884,30.1565,10.7214,63709.447261051,0.39316,1.6333,16.8302,77.5373,2.9056,5.7796,14.4227,13.2106,5.3896,6.5561,6.7915,3.0778,7,5111.976,30.34,1121.3465500925,13.5479,11.3695,10.1996,5.3088,1.3597,0.51841,0.58629,51.82,0.52094,"Maricopa",2.2283,9.7426,8.6176,22.7014,0.0937,0,7.1825,5.9277,2.0913,14.4732,6.8003,8.3219,6.4325,5.3869,801,889,6.68710860786651,6.79122146272619,28.1427868737264,0,21.815,61.2359,16.8681,10.2563251432436,0.249446481401285,-3.18302387267904,-6.54421804780401,3.18302387267904,6.54421804780401
85305,49.41,13135,73.5744,6.3114,28.5801,14.9372,0.7098,33.4666,8.3154,70041.932410914,0.38441023080777,0.6265,18.9022,74.2065,5.8774,6.9737,14.2292,13.2699,8.8542,4.4842,2.8474,4.3091,14.3964,2073.0025,45.0723,1192.33560199,16.6882,13.5135,7.2478,1.3704,0.1218,0.42007,0.49007,56.365,0.42669,"Maricopa",2.1563,8.205,7.8129,22.6407,1.8622,0.238,7.0428,6.7488,1.4842,11.4254,7.5469,11.4814,5.3206,6.0347,732,793,6.59714570188665,6.67708346124714,55.7289684050247,0,20.4949,70.5519,8.74,9.48303570211964,0.603283382348262,-4.91120368340276,8.56659187871282,4.91120368340276,-8.56659187871282
85306,51.8224,25269,86.7585,3.3796,18.9481,7.7803,1.6214,37.4259,9.5256,62179.917458802,0.39038,1.2158,13.8405,85.2918,3.7081,7.5943,15.3508,11.3538,5.7501,3.8308,6.2488,4.2661,2.1589,4508.272,42.3422,1089.1613375064,13.7639,12.5767,9.5215,3.1264,2.8019,0.55835,0.61769,50.507,0.55749,"Maricopa",2.2422,10.5323,11.867,22.4985,0.1144,0,7.6647,5.8038,2.349,14.4677,5.9259,9.7468,3.5845,3.2032,719,785,6.5792512120101,6.66695679242921,28.4538367169259,0,20.0958,64.3476,15.4498,10.1373336269835,0.147226932238825,-0.457508864234245,5.92699286702605,0.457508864234245,-5.92699286702605
